"V1","Q1.Eco.Info.Important","Q2.Belief.In.Eco.Label","Q3.Understand.Eco.Certificate","Q4.Individuals.Can.Improve.Environment","Q5.Corporation.Can.Improve.Environment","Q6.Need.Eco.Certificate.Fashion","Q7.Eco.Cert.Help.Buyers","Q8.Seek.For.Eco.Cert.Clothes","Q9.Buy.Eco.Product","Q10.Pay.More.For.Eco.Products","Q11.Pay.Premium.For.Eco.Clothing","Q12.Ready.To.Pay.More.For.Certified.Eco.Products","Q13.Reduce.Consumption","Q14.Protect.Environment","Q15.Purchase.Less.Harmful.Clothing","Q16.Avoid.Buying.Harmful.Products","Q17.Support.Environmental.Protection","Q18.Rather.Buy.Eco.Clothes","Q19.Price.Of.Eco.Products.More.On.Average","Q20.Prefer.Purchase.More.Expensive.Clothing","Q21.Eco.Label.Brand.Socially.Acceptable","Q22.Rather.Stick.With.Conventional.Brand.Than.Eco.Brand","Q23.Rarely.Swith.Brand.To.Try.Something.New","Q24.No.Different.To.Me.Eco.Clothing.Is.Not.Branded","Q25.Eco.Clothing.More.Fashionable","Q26.Eco.Clothing.Quality.Higher","Q27.Country.Can.Positively.Influence.Environment","Q28.Support.Eco.Protection.Socially.Responsible","Q29.Satisfied.Purchasing.Eco.Clothing","Q30a.Fair.Trade","Q30b.Fair.And.Care","Q30c.Global.Organic.Textile.Standard","Q30d.Fair.Wear.Foundation","Q30e.Clean.Clothes.Campaign","Q30f.Oeko.Tex","Q30g.I.Know.None.Of.Them","Q31a.Fit","Q31b.Comfort","Q31c.Fibre.Material","Q31d.Quality.Workmanship","Q31e.Garment.Life","Q31f.Colour","Q31g.Style","Q31h.Brand","Q31i.Price","Q31j.COO","Q31k.Durability","Q31l.Certified.Eco.Label","Q31m.Certified.Ethical.Label","Q38a.Less.Water.Use","Q38b.Air.Quality","Q38c.Less.Energy.Use","Q38d.Worker.Safety","Q38e.Fair.Wages","Q38f.No.Child.Labour","Q38g.No.Animal.Skin.Use","Q32.Last.Of.My.Circle.Knowing.Latest.Designers.And.Trends","Q33.Little.Shopping.New.Fashion.Than.My.Friends","Q34.Last.Of.My.Circle.Purchase.New.Fashion","Q35.Faster.Knowing.More.About.New.Fashion.Than.Others","Q36.Interest.Buying.Locally.Available.New.Style","Q37.Consider.Buying.New.Styles.Without.Heard.About.It","Q39.Annual.Spending.On.Clothes","Q40.Employment.Status","Q41.Sex","Q42.Income","Q43.Age","Q44.Highest.Level.Of.Education","total_score"
1089,3,2,3,2,4,5,2,2,2,1,1,1,4,2,1,3,2,2,5,1,1,3,3,3,3,1,1,1,1,NA,NA,NA,NA,NA,NA,1,5,5,4,4,4,4,5,2,5,2,5,1,1,3,3,3,3,3,3,3,1,3,2,2,2,2,4,1,1,1,1,4,12
1090,5,4,4,5,5,5,5,4,5,3,3,3,4,4,4,5,5,3,3,3,5,3,4,4,3,3,4,5,4,NA,NA,NA,NA,NA,NA,1,4,4,3,3,3,4,4,3,4,3,3,3,3,3,3,3,4,4,4,3,3,2,3,2,3,3,2,1,2,1,1,2,16
1091,3,3,3,3,4,4,4,4,4,3,3,3,3,4,3,4,4,3,3,3,4,3,3,3,3,3,4,4,3,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,3,3,3,4,4,4,3,4,4,4,4,4,4,2,3,3,3,3,4,1,1,2,2,1,2,18
1092,5,5,5,5,5,5,5,5,5,1,1,1,5,5,3,4,5,3,3,3,5,3,3,3,3,3,5,5,5,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,3,3,3,3,2,1,1,1,1,2,14
1093,4,3,3,5,3,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,1,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,4,4,4,1,1,1,1,1,2,19
1094,5,5,5,5,5,5,5,5,5,1,1,1,1,3,3,3,3,1,3,1,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,1,3,3,3,3,5,5,5,5,5,5,5,5,5,3,3,3,1,3,3,3,3,5,3,5,3,3,7,1,1,8,1,2,22
1095,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,3,4,4,4,3,4,3,4,4,4,4,4,5,NA,NA,1,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,5,5,5,4,2,3,2,4,4,3,3,1,2,5,1,2,18
1096,5,4,4,5,4,4,4,4,5,4,4,3,4,4,4,5,4,4,4,3,4,3,3,4,3,4,5,5,4,NA,NA,1,NA,NA,NA,1,4,5,3,4,3,5,3,3,4,3,4,5,3,3,3,3,5,4,5,5,3,3,3,3,2,3,1,1,2,1,1,2,17
1097,4,4,3,4,4,3,3,3,4,3,3,3,3,4,4,4,4,4,4,3,4,3,4,4,3,3,4,4,4,NA,NA,NA,NA,NA,NA,1,4,4,4,4,3,3,4,3,5,3,4,3,4,3,3,3,4,3,5,5,3,2,2,3,3,3,2,1,2,6,1,2,16
1098,5,3,5,5,5,5,4,4,4,3,4,4,5,4,5,5,5,5,3,4,4,2,2,1,3,3,5,5,4,NA,NA,NA,NA,NA,NA,1,5,4,4,4,3,4,4,2,4,2,3,4,4,4,4,4,5,5,4,4,1,2,2,2,2,3,3,1,1,3,1,2,12
1099,4,3,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,4,5,3,4,4,4,5,4,4,4,4,5,4,4,4,3,2,2,4,4,4,1,1,2,1,1,2,19
1100,4,3,4,5,4,5,4,3,4,4,4,3,5,5,5,5,5,3,4,4,4,2,2,4,4,5,4,4,4,NA,NA,1,NA,NA,NA,NA,5,5,4,5,3,4,5,4,4,4,4,4,5,4,5,4,5,4,5,5,2,4,4,4,4,3,6,1,2,5,1,2,21
1101,5,4,5,5,4,5,4,4,4,3,3,2,4,3,5,4,4,4,4,3,3,3,2,2,3,3,4,4,3,NA,NA,NA,NA,NA,NA,1,5,4,3,4,3,5,5,3,3,2,3,3,3,3,3,3,3,3,3,3,4,4,4,3,2,4,2,1,2,2.3,1,2,21
1102,4,3,3,3,4,4,3,3,3,3,3,3,4,4,3,3,4,3,3,3,3,3,4,3,3,3,4,4,3,NA,NA,NA,NA,NA,NA,1,5,5,4,5,3,3,3,4,4,2,3,4,5,4,3,3,4,4,4,3,3,4,3,3,3,3,2,1,2,1,1,2,19
1103,5,4,3,4,4,5,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,1,1,NA,1,NA,NA,4,4,4,4,3,4,4,2,4,2,3,4,4,4,4,4,4,4,5,4,2,2,2,3,4,4,2,1,2,1,1,2,17
1104,5,4,4,5,5,5,5,4,4,2,2,1,4,5,4,3,4,3,4,1,5,3,4,2,3,3,5,5,3,NA,NA,1,NA,NA,NA,NA,4,4,4,4,4,4,4,3,4,3,3,3,4,3,3,3,3,3,3,3,1,1,1,2,3,3,2,1,2,1,1,2,11
1105,5,3,3,4,4,5,4,5,5,3,3,3,4,4,5,5,4,4,4,4,4,3,3,2,3,3,4,4,4,NA,NA,NA,NA,NA,NA,1,5,5,4,5,4,4,5,3,4,3,3,4,4,3,4,5,4,5,5,5,2,2,2,3,4,4,4,1,2,1,1,2,17
1106,5,5,5,5,5,5,5,5,5,3,3,3,4,4,3,4,4,3,4,4,3,3,3,3,3,3,4,4,4,NA,NA,1,NA,NA,NA,NA,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,5,5,5,5,5,3,2,3,3,3,3,3,1,2,1,1,2,17
1107,4,3,4,5,5,5,5,4,4,3,4,3,4,5,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,NA,NA,1,NA,1,1,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,2,1,2,1,1,2,18
1108,5,3,4,5,5,5,5,5,5,3,2,2,3,5,5,5,5,5,5,3,5,3,4,2,4,3,5,5,5,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,4,5,1,4,1,2,5,5,4,4,4,5,5,5,5,4,5,5,3,3,4,7,1,2,4,1,2,24
1109,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,1,5,4,4,4,4,4,4,3,4,4,4,4,5,4,4,4,5,5,4,5,2,2,2,4,4,4,2,1,2,1,1,2,18
1110,4,4,4,5,5,4,4,4,4,3,3,3,4,4,4,4,4,4,3,3,3,2,3,2,3,3,5,5,3,NA,NA,1,NA,NA,NA,NA,4,4,5,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,2,2,2,2,3,4,2,1,1,1,1,6,15
1111,5,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,5,3,NA,NA,1,NA,NA,NA,NA,4,4,4,4,4,2,4,4,4,4,3,5,5,3,3,5,5,4,5,5,3,3,3,3,3,3,1,1,1,1,1,2,18
1112,4,4,4,5,4,4,4,3,4,3,3,3,4,4,4,4,5,4,4,3,4,2,3,2,3,3,4,4,4,NA,NA,NA,NA,NA,NA,1,3,3,3,4,3,4,4,4,4,4,3,4,3,3,4,4,5,4,3,5,3,3,3,3,4,3,4,1,2,1.2,1,2,19
1113,4,4,4,5,5,5,4,4,4,3,3,3,4,4,3,4,4,3,3,3,4,2,2,2,3,4,4,4,3,NA,NA,1,NA,NA,NA,NA,4,4,4,5,4,4,5,3,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,3,4,3,6,1,2,1,1,2,16
1114,5,3,5,5,5,4,4,4,3,3,3,3,4,4,4,4,4,4,4,3,3,2,3,3,3,4,4,5,4,NA,NA,NA,NA,NA,NA,1,5,4,3,4,5,3,3,2,4,1,4,4,4,5,5,5,5,5,5,4,3,3,3,3,3,2.9,2,1,2,1,1,2,15.9
1115,5,3,4,5,5,3,5,4,4,2,3,2,4,5,4,5,5,4,2,3,4,3,2,2,4,3,5,5,3,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,5,5,3,4,4,5,5,5,5,5,5,5,5,5,5,2,1,1,2,2,4,5,1,2,1,1,2,12
1116,4,4,4,4,4,4,4,3,4,2,2,3,3,3,2,4,4,2,4,2,4,4,4,4,4,4,5,4,3,NA,NA,NA,NA,NA,NA,1,5,4,4,4,3,5,4,3,3,2,4,3,3,3,3,3,3,3,3,4,3,3,4,2,3,4,1,1,2,3,1,2,19
1117,3,3,4,4,4,5,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,1,NA,NA,NA,NA,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,1,2,1.66666666666667,1,2,18
1118,4,3,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,3,3,3,4,2,4,3,3,3,4,4,3,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,4,4,2,4,2,4,2,4,3,4,4,4,4,4,4,3,2,3,3,3,3,4,1,2,6,1,2,17
1119,4,4,4,3,3,4,4,3,4,3,4,3,3,4,4,4,4,4,4,4,4,3,3,2,3,2,4,4,2,NA,NA,NA,NA,NA,NA,1,3,5,4,5,3,4,4,3,4,2,3,4,5,3,3,3,4,4,3,4,2,3,3,3,3,3,5,1,2,2,1,2,17
1120,5,4,4,5,5,5,5,5,5,3,3,3,4,4,4,4,4,4,4,3,4,3,3,3,3,3,4,4,3,NA,NA,1,NA,1,NA,NA,5,4,4,4,3,2,4,3,4,3,3,3,5,3,4,3,4,4,4,4,3,2,3,3,3,4,7,1,2,1,1,2,18
1121,5,4,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,4,3,5,4,3,1,NA,NA,NA,NA,NA,NA,5,5,4,5,4,3,4,1,5,3,4,4,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,2,1,1,2,6
1122,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,1,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,1,1,2,18
1123,4,2,3,4,5,4,4,3,3,3,3,3,4,4,4,2,4,4,3,3,4,3,3,3,3,3,3,3,3,1,NA,1,NA,NA,NA,NA,4,5,4,5,5,5,5,5,5,4,5,5,5,3,5,5,5,4,3,4,3,4,3,3,3,3,3,1,2,1,1,2,19
1124,4,4,4,5,5,4,4,4,4,3,3,3,3,4,4,4,4,4,3,2,3,3,2,2,3,3,4,4,3,NA,NA,NA,NA,NA,NA,1,5,5,5,5,3,3,3,3,4,3,3,3,5,4,4,4,5,4,5,4,2,2,2,2,3,3,2,1,2,1,1,2,14
1125,5,3,4,5,5,5,5,5,5,4,3,3,4,5,5,5,5,4,4,3,4,1,3,3,3,4,5,4,4,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,3,3,3,4,1,2,5,1,2,22
1126,3,3,3,2,4,4,5,3,3,2,2,1,3,3,4,5,5,5,3,3,3,2,2,3,3,3,4,4,3,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,1,4,3,3,3,3,2,1,2,1,1,2,17
1127,5,4,4,4,4,3,4,3,3,3,1,2,3,4,4,3,4,3,2,2,4,2,4,3,3,3,5,4,4,NA,NA,NA,NA,NA,NA,1,5,3,3,3,3,3,5,2,5,2,2,2,3,2,2,2,3,3,3,3,5,5,5,5,3,4,6,1,2,3,1,2,27
1128,5,4,5,5,5,5,5,4,5,4,3,3,4,5,4,3,4,4,3,4,4,2,3,2,4,4,3,3,4,1,NA,NA,NA,NA,NA,NA,5,5,5,5,4,4,5,3,5,2,5,4,4,3,3,4,4,4,4,5,2,2,2,2,3,4,2,1,2,2,1,2,15
1129,5,4,3,4,5,4,4,3,4,4,4,3,4,5,4,4,4,4,4,4,4,2,3,2,3,4,4,4,4,NA,NA,NA,NA,NA,NA,1,5,5,4,4,4,3,3,2,4,3,3,3,5,3,3,3,4,3,3,5,3,2,3,3,2,1,2,1,2,1,1,2,14
1130,4,4,4,4,4,4,5,4,5,4,4,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,NA,NA,NA,NA,NA,NA,1,4,4,3,4,5,3,4,3,5,3,4,4,3,4,4,4,4,4,4,5,3,2,3,3,3,3,1,1,2,1,1,2,17
1131,5,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,3,3,3,2,2,2,3,3,4,4,3,1,NA,NA,NA,NA,NA,NA,4,5,4,5,4,4,4,3,4,3,4,4,4,4,4,4,4,4,3,4,4,3,4,3,3,3,4,1,2,6,1,2,20
1132,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,1,1,1,5,5,5,1,1,1,1,1,2,18
1133,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,3,4,4,4,1,2,7,1,2,23
1134,5,4,4,4,4,3,4,3,4,3,3,2,3,4,3,4,3,4,4,3,4,2,3,2,3,3,4,4,3,NA,NA,NA,NA,NA,NA,1,4,4,4,5,3,4,4,3,4,3,4,3,3,2,3,3,4,4,2,4,4,4,4,3,2,3,4,1,2,3,1,2,20
1135,5,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,3,3,3,4,3,4,4,4,NA,NA,NA,NA,NA,NA,1,5,5,4,5,5,5,4,4,4,4,5,5,5,5,5,5,5,4,4,5,3,2,2,3,3,3,3,1,2,1,1,2,16
1136,5,4,4,4,5,5,5,4,4,3,3,3,3,4,4,3,3,3,4,3,4,2,2,2,3,4,3,4,4,NA,NA,NA,NA,NA,NA,1,4,5,5,5,3,3,4,1,4,3,3,5,5,4,4,4,4,4,5,5,4,4,4,4,3,3,3,1,2,1,1,2,22
1137,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,2,1,1,1,1,1,18
1138,5,3,4,5,5,5,5,5,2,4,3,3,3,5,5,4,4,5,4,3.5,3,1,2,2,4,3,5,5,4,1,1,NA,1,NA,1,NA,3,5,4,5,5,2,3,2,3,2,5,5,5,3,5,4,5,4,5,5,3,3,3,3,3,3,1,1,1,1,1,2,18
1139,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,NA,NA,1,NA,NA,NA,NA,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,2,1,2,2,1,2,18
1140,4,3,3,5,3,3,4,4,4,3,3,3,4,4,4,4,5,4,3,3,3,3,4,3,3,3,4,5,3,NA,NA,NA,NA,NA,NA,1,3,4,4,4,4,3,4,3,3,3,4,4,4,4,4,4,4,4,5,4,3,2,3,3,3,3,3,1,2,1,1,2,17
1141,5,5,1,1,5,5,5,5,5,1,1,1,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,5,1,5,5,1,5,5,5,5,1,1,1,5,1,1,1,5,5,1,1,1,1,1,2,18
1142,5,4,4,4,4,4,5,4,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,1,4,5,5,5,3,4,5,4,3,4,4,5,5,3,5,4,5,4,4,5,3,3,3,3,3,4,2,1,2,1,1,2,19
1143,5,4,4,4,5,4,5,4,5,2,2,2,3,4,3,4,4,4,2,2,3,2,3,4,3,3,4,4,3,NA,NA,NA,NA,NA,NA,1,5,5,4,4,4,4,5,3,5,3,4,4,4,4,4,4,4,4,3,4,2,3,3,3,3,3,2,1,1,2,1,2,17
1144,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,1,1,2,1,1,2,18
1145,5,3,4,4,4,4,4,4,5,3,3,3,4,5,4,5,5,4,3,3,4,2,3,3,4,3,5,5,4,NA,NA,NA,NA,1,NA,NA,5,4,4,4,3,3,4,2,4,2,3,4,5,3,4,4,5,5,5,5,3,2,1,3,3,4,3,1,2,8,1,2,16
1146,4,3,3,4,3,3,3,3,3,2,2,2,3,4,4,4,3,3,3,1,3,3,4,3,3,3,4,4,5,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,3,3,3,3,3,1,1,2,1,1,2,18
1147,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,NA,NA,NA,NA,NA,NA,1,5,5,5,5,3,5,5,5,5,3,4,5,5,3,3,3,3,4,5,5,3,3,3,3,3,3,4,1,2,1,1,2,18
1148,4,3,4,5,4,4,4,3,4,3,3,3,5,5,4,5,4,4,2,3,4,2,3,3,2,3,4,4,4,NA,NA,1,NA,NA,NA,NA,5,5,5,5,4,4,4,3,4,3,4,4,5,3,4,4,4,4,4,4,4,4,4,2,3,3,3,1,2,1,1,2,20
1149,5,3,3,5,5,5,3,4,5,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,1,5,5,4,5,3,5,5,3,4,3,4,3,3,3,3,3,4,5,3,5,4,4,4,2,3,3,7,2,1,5,1,3,20
1150,5,4,5,5,4,4,5,4,5,4,4,4,5,5,5,5,5,4,4,4,5,2,3,2,3,4,5,5,4,NA,NA,NA,NA,NA,NA,1,4,5,4,4,4,4,5,3,3,3,4,5,5,4,4,4,5,4,2,2,3,4,3,3,3,3,2,1,2,3,1,2,19
1151,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,2,4,5,5,3,4,3,5,3,1,NA,NA,NA,NA,NA,NA,5,2,2,2,3,2,2,3,3,2,2,2,3,3,4,3,4,2,4,2,4,4,3,2,2,2,2,3,2,4,4,4,17
1152,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,7,2,1,3,1,2,18
1153,4,4,5,4,4,4,4,4,4,3,3,3,4,5,5,4,5,4,3,3,4,3,3,3,3,4,4,4,4,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,4,5,4,4,4,5,5,5,4,5,5,4,4,5,5,3,2,3,2,4,4,4,1,2,6,1,2,18
1154,4,4,3,4,4,4,3,5,3,2,2,2,2,4,4,3,3,3,3,2,4,3,3,2,3,2,4,4,3,NA,NA,1,NA,NA,NA,NA,4,5,4,5,4,3,3,4,4,3,5,3,5,3,4,4,4,4,5,3,3,3,3,3,3,2,3,1,1,1,1,2,17
1155,4,4,4,4,4,4,4,4,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,3,3,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,3,5,3,5,3,5,3,5,5,5,5,5,5,3,3,2,3,4,5,1,1,1,1,1,2,20
1156,5,4,5,5,5,4,5,5,5,4,3,3,4,5,5,5,5,5,3,4,5,3,3,3,3,3,5,5,4,NA,NA,NA,NA,NA,1,NA,4,5,4,5,5,3,3,2,3,4,4,5,5,5,5,5,5,4,3,5,2,1,1,1,1,3,1,1,1,1,1,2,9
1157,5,4.1,5,2,3,3,4,4,4,3,2,2,5,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,1,5,3,3,3,3,2,5,3,5,1,2,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,2,1,2,1,1,2,18
1158,5,2,4,5,5,4,5,5,5,3,5,5,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,5,18
1159,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,3,3,3,3,4,5,4,1,NA,NA,NA,NA,NA,NA,5,4,4,5,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,1,2,2,1,2,21
1160,5,3,3,5,5,5,5,5,5,3,3,3,5,5,4,4,5,4,4,3,4,3,3,3,5,4,5,5,5,NA,NA,1,NA,NA,NA,NA,5,5,5,3,3,4,4,3,5,4,3,4,4,3,3,4,4,4,4,5,3,3,3,3,3,3,1,1,2,1,1,2,18
1161,5,3,5,4,4,4,3,3,3,3,3,3,4,2,4,4,4,4,3,4,4,3,3,2,4,3,5,5,4,1,1,1,1,1,1,NA,4,5,5,5,5,2,5,1,4,4,5,5,5,4,5,5,5,5,5,5,3,4,4,3,4,3,1,1,2,1,1,2,21
1162,4,4,4,4,4,4,4,4,4,3,3,3,3,4,3,3,4,4,3,3,4,3,3,3,3,3,4,4,4,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,4,4,3,4,3,3,3,5,3,3,3,4,3,5,3,3,3,3,3,4,3,7,1,2,1,1,2,19
1163,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,NA,1,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,1,1,2,1,1,2,18
1164,4,4,4,5,4,4,4,3,4,1,1,1,4,4,4,4,4,3,2,2,2,4,4,4,3,3,4,4,4,NA,1,NA,NA,NA,NA,NA,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,1,1,1.6,1,1,2,18
1165,5,4,3,5,4,5,4,4,5,3,4,4,4,4,5,5,4,4,5,4,5,3,4,4,4,3,5,5,5,NA,NA,NA,NA,NA,NA,1,4,4,3,4,4,4,4,3,5,3,4,4,3,3,4,4,4,4,5,5,3,3,3,4,4,4,4,1,2,1,1,2,21
1166,5,5,4,5,5,5,5,5,5,5,3,4,5,5,5,5,5,5,5,5,5,2,2,2,5,5,5,5,5,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,5,4,2,3,3,5,5,2,2,5,5,5,5,5,5,3,2,1,1,2,2,2,1,2,2,1,2,11
1167,5,4,4,4,4,3,4,3,3,3,3,3,2,3,4,4,4,3,3,3,4,2,4,3,3,3,5,4,3,NA,NA,1,NA,NA,NA,NA,5,4,5,4,5,3,5,3,5,2,5,3,5,3,4,3,4,5,4,5,4,4,4,3,2,2,2,1,2,3,1,2,19
1168,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,1,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,5,1,2,1,1,2,18
1169,5,5,5,5,4,4,5,3,5,2,3,2,2,4,4,3,3,3,3,3,4,3,3,3,3,3,4,3,3,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,3,4,2,3,2,3,3,3,2,3,3,3,3,3,4,3,3,3,3,3,3,3,1,2,1,1,2,18
1170,4,5,4,4,4,4,5,3,4,2,3,3,4,4,3,3,5,4,2,3,3,3,4,3,4,3,4,5,4,NA,NA,1,NA,NA,NA,NA,4,5,5,5,4,4,4,2,4,2,4,4,4,3,3,3,4,4,3,4,4,3,4,3,3,3,3,1,1,7,1,2,20
1171,4,4,4,4,4,4,5,4,5,2,3,2,4,4,4,4,4,3,4,2,4,3,4,4,3,4,4,4,3,NA,NA,NA,NA,NA,NA,1,3,4,4,4,4,3,5,2,4,3,4,3,5,4,4,4,5,5,2,4,3,2,2,3,2,4,2,1,2,2,1,2,16
1172,5,4,5,5,3,5,5,3,4,4,3,4,5,5,4,4,4,4,4,3,4,2,3,3,3,3,5,5,3,NA,NA,NA,NA,NA,NA,1,4,5,3,4,3,3,5,3,4,2,4,3,3,2,4,4,4,4,4,4,3,4,4,3,4,3,2,1,2,1,1,2,21
1173,3,3,5,4,5,4,4,4,4,2,2,3,4,5,5,5,5,5,5,3,3,1,3,4,3,5,5,5,5,NA,NA,NA,NA,NA,NA,1,5,5,3,5,4,3,3,3,5,3,5,3,5,5,5,3,5,5,5,5,3,1,1,2,1,1,1,1,1,1,1,2,9
1174,5,5,5,5,5,5,5,5,5,3,3,3,3,3,4,4,4,3,2,3,4,2,2,2,2,3,4,4,4,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,4,4,4,4,3,4,4,4,3,5,5,5,5,4,4,3,3,3,3,3,3,2,1,2,2,1,2,18
